sentence	true_idioms	final_variant	variant_number	tokens	tags	tag_ids	language	responses	predicted_idioms	ratios	hallucinated	predicted_tags
Letztens hab ich im Laden zwei CDs mitgehen lassen.	['mitgehen lassen']	Der Kurier vom Vertrieb war da, um die ganze Retoure abzuholen, und er meinte, er hätte noch etwas Platz im Wagen für weitere Artikel, die wir nicht mehr wollen, da erinnerte ich mich, letztens hab ich im Laden zwei CDs mitgehen lassen, und die gab ich ihm.	1	['Der', 'Kurier', 'vom', 'Vertrieb', 'war', 'da', ',', 'um', 'die', 'ganze', 'Retoure', 'abzuholen', ',', 'und', 'er', 'meinte', ',', 'er', 'hätte', 'noch', 'etwas', 'Platz', 'im', 'Wagen', 'für', 'weitere', 'Artikel', ',', 'die', 'wir', 'nicht', 'mehr', 'wollen', ',', 'da', 'erinnerte', 'ich', 'mich', ',', 'letztens', 'hab', 'ich', 'im', 'Laden', 'zwei', 'CDs', 'mitgehen', 'lassen', ',', 'und', 'die', 'gab', 'ich', 'ihm', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]	german	"[{'raw': {'content': '{""idioms"":[""mitgehen lassen""]}', 'response_metadata': {'token_usage': {'completion_tokens': 9, 'prompt_tokens': 291, 'total_tokens': 300, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_50906f2aac', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--a88e8ce7-5263-478d-96e8-e489658087cb-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 291, 'output_tokens': 9, 'total_tokens': 300, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}}, 'parsed': {'idioms': ['mitgehen lassen']}}]"	['mitgehen lassen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Letztens hab ich im Laden zwei CDs mitgehen lassen.	['mitgehen lassen']	"Meine beiden Aushilfen aus der Musikabteilung, Christian und David, wollten unbedingt bei der großen Inventur im Nachbargeschäft helfen und haben mich tagelang bekniet mitzumachen, und als sie merkten ich will nicht sagt David zu mir als Anreiz: ""letztens hab ich im Laden zwei CDs mitgehen lassen""."	2	"['Meine', 'beiden', 'Aushilfen', 'aus', 'der', 'Musikabteilung', ',', 'Christian', 'und', 'David', ',', 'wollten', 'unbedingt', 'bei', 'der', 'großen', 'Inventur', 'im', 'Nachbargeschäft', 'helfen', 'und', 'haben', 'mich', 'tagelang', 'bekniet', 'mitzumachen', ',', 'und', 'als', 'sie', 'merkten', 'ich', 'will', 'nicht', 'sagt', 'David', 'zu', 'mir', 'als', 'Anreiz', ':', '""', 'letztens', 'hab', 'ich', 'im', 'Laden', 'zwei', 'CDs', 'mitgehen', 'lassen', '""', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]	german	"[{'raw': {'content': '{""idioms"":[""mitgehen lassen""]}', 'response_metadata': {'token_usage': {'completion_tokens': 9, 'prompt_tokens': 300, 'total_tokens': 309, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_50906f2aac', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--2c9eef33-159f-4a91-9c1c-aa48f491f0c8-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 300, 'output_tokens': 9, 'total_tokens': 309, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}}, 'parsed': {'idioms': ['mitgehen lassen']}}]"	['mitgehen lassen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']
Letztens hab ich im Laden zwei CDs mitgehen lassen.	['mitgehen lassen']	"Meine Freundin half mir beim Ausräumen des Lagers und packte eine Kiste für den Spendenflohmarkt; sie fragte, was die Leute denn gerne haben würden und zur Orientierung sagt ich ihr während ich es eilig hatte: ""letztens hab ich im Laden zwei CDs mitgehen lassen."""	3	"['Meine', 'Freundin', 'half', 'mir', 'beim', 'Ausräumen', 'des', 'Lagers', 'und', 'packte', 'eine', 'Kiste', 'für', 'den', 'Spendenflohmarkt', ';', 'sie', 'fragte', ',', 'was', 'die', 'Leute', 'denn', 'gerne', 'haben', 'würden', 'und', 'zur', 'Orientierung', 'sagt', 'ich', 'ihr', 'während', 'ich', 'es', 'eilig', 'hatte', ':', '""', 'letztens', 'hab', 'ich', 'im', 'Laden', 'zwei', 'CDs', 'mitgehen', 'lassen', '.', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]	german	"[{'raw': {'content': '{""idioms"":[""mitgehen lassen""]}', 'response_metadata': {'token_usage': {'completion_tokens': 9, 'prompt_tokens': 290, 'total_tokens': 299, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_50906f2aac', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--b4112cbc-b838-4436-84a9-269988362a5b-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 290, 'output_tokens': 9, 'total_tokens': 299, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}}, 'parsed': {'idioms': ['mitgehen lassen']}}]"	['mitgehen lassen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O', 'O']
Er hat wieder mal mein Feuerzeug mitgehen lassen.	['mitgehen lassen']	Wir packten die Kisten für den Umzug und alles ging drunter und drüber, weshalb ich erst später bemerkte, er hat wieder mal mein Feuerzeug mitgehen lassen.	1	['Wir', 'packten', 'die', 'Kisten', 'für', 'den', 'Umzug', 'und', 'alles', 'ging', 'drunter', 'und', 'drüber', ',', 'weshalb', 'ich', 'erst', 'später', 'bemerkte', ',', 'er', 'hat', 'wieder', 'mal', 'mein', 'Feuerzeug', 'mitgehen', 'lassen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	"[{'raw': {'content': '{""idioms"":[""drunter und drüber""]}', 'response_metadata': {'token_usage': {'completion_tokens': 11, 'prompt_tokens': 266, 'total_tokens': 277, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_50906f2aac', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--9be40ba8-1364-4869-a0b7-05ae7ab64af7-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 266, 'output_tokens': 11, 'total_tokens': 277, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}}, 'parsed': {'idioms': ['drunter und drüber']}}]"	['drunter und drüber']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Er hat wieder mal mein Feuerzeug mitgehen lassen.	['mitgehen lassen']	Auf der Party ging mein Feuerzeug von Hand zu Hand, und am Ende des Abends, als alle ihre Sachen zusammenkramten, war klar, er hat wieder mal mein Feuerzeug mitgehen lassen.	2	['Auf', 'der', 'Party', 'ging', 'mein', 'Feuerzeug', 'von', 'Hand', 'zu', 'Hand', ',', 'und', 'am', 'Ende', 'des', 'Abends', ',', 'als', 'alle', 'ihre', 'Sachen', 'zusammenkramten', ',', 'war', 'klar', ',', 'er', 'hat', 'wieder', 'mal', 'mein', 'Feuerzeug', 'mitgehen', 'lassen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	"[{'raw': {'content': '{""idioms"":[""mitgehen lassen""]}', 'response_metadata': {'token_usage': {'completion_tokens': 9, 'prompt_tokens': 271, 'total_tokens': 280, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_50906f2aac', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--1ce264a0-8ec7-4383-b8b0-93b9ac316519-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 271, 'output_tokens': 9, 'total_tokens': 280, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}}, 'parsed': {'idioms': ['mitgehen lassen']}}]"	['mitgehen lassen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Er hat wieder mal mein Feuerzeug mitgehen lassen.	['mitgehen lassen']	Bei den Vorbereitungen für die Campingtour haben wir die Ausrüstung aufgeteilt, damit nicht jeder das Gleiche schleppen muss, doch bei der Ankunft am Zeltplatz stellte sich heraus, er hat wieder mal mein Feuerzeug mitgehen lassen.	3	['Bei', 'den', 'Vorbereitungen', 'für', 'die', 'Campingtour', 'haben', 'wir', 'die', 'Ausrüstung', 'aufgeteilt', ',', 'damit', 'nicht', 'jeder', 'das', 'Gleiche', 'schleppen', 'muss', ',', 'doch', 'bei', 'der', 'Ankunft', 'am', 'Zeltplatz', 'stellte', 'sich', 'heraus', ',', 'er', 'hat', 'wieder', 'mal', 'mein', 'Feuerzeug', 'mitgehen', 'lassen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	"[{'raw': {'content': '{""idioms"":[""mitgehen lassen""]}', 'response_metadata': {'token_usage': {'completion_tokens': 9, 'prompt_tokens': 281, 'total_tokens': 290, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_50906f2aac', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--5169a929-e2db-4821-a678-67186d56b8fe-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 281, 'output_tokens': 9, 'total_tokens': 290, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}}, 'parsed': {'idioms': ['mitgehen lassen']}}]"	['mitgehen lassen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Er hat wieder mal mein Feuerzeug mitgehen lassen.	['mitgehen lassen']	Der Requisiteur meinte, seine Figur müsse unbedingt rauchen, und da in der Eile kein Requisitenfeuerzeug zur Hand war, hat er wieder mal mein Feuerzeug mitgehen lassen.	4	['Der', 'Requisiteur', 'meinte', ',', 'seine', 'Figur', 'müsse', 'unbedingt', 'rauchen', ',', 'und', 'da', 'in', 'der', 'Eile', 'kein', 'Requisitenfeuerzeug', 'zur', 'Hand', 'war', ',', 'hat', 'er', 'wieder', 'mal', 'mein', 'Feuerzeug', 'mitgehen', 'lassen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	"[{'raw': {'content': '{""idioms"":[]}', 'response_metadata': {'token_usage': {'completion_tokens': 5, 'prompt_tokens': 270, 'total_tokens': 275, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_50906f2aac', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--ffe5b863-413e-4105-b5c1-c46661a115ed-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 270, 'output_tokens': 5, 'total_tokens': 275, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}}, 'parsed': {'idioms': []}}]"	[]	[]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Er hat wieder mal mein Feuerzeug mitgehen lassen.	['mitgehen lassen']	Mein Kollege fragt nie, er nimmt sich einfach Dinge von meinem Schreibtisch, und da ich nichts sagte, als er es vor der Mittagspause den Autoschlüssel einsteckte, und dann merkte ich erst später, er wieder mal mein Feuerzeug mitgehen lassen.	5	['Mein', 'Kollege', 'fragt', 'nie', ',', 'er', 'nimmt', 'sich', 'einfach', 'Dinge', 'von', 'meinem', 'Schreibtisch', ',', 'und', 'da', 'ich', 'nichts', 'sagte', ',', 'als', 'er', 'es', 'vor', 'der', 'Mittagspause', 'den', 'Autoschlüssel', 'einsteckte', ',', 'und', 'dann', 'merkte', 'ich', 'erst', 'später', ',', 'er', 'wieder', 'mal', 'mein', 'Feuerzeug', 'mitgehen', 'lassen', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]	german	"[{'raw': {'content': '{""idioms"":[""mitgehen lassen""]}', 'response_metadata': {'token_usage': {'completion_tokens': 9, 'prompt_tokens': 286, 'total_tokens': 295, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_50906f2aac', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--57a25634-cd30-4726-a169-72f2d1d5dd71-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 286, 'output_tokens': 9, 'total_tokens': 295, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}}, 'parsed': {'idioms': ['mitgehen lassen']}}]"	['mitgehen lassen']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'O']
Das interessiert mich nicht die Bohne.	['nicht die Bohne']	"Beim Kochen sortierte er sorgfältig die Linsen für die Suppe und als sein Freund ihn nach seiner Meinung zu den neuesten politischen Entwicklungen fragte, schob er ein einzelnes, unbrauchbares Exemplar beiseite, und sagte ""das interessiert mich nicht die Bohne."""	1	"['Beim', 'Kochen', 'sortierte', 'er', 'sorgfältig', 'die', 'Linsen', 'für', 'die', 'Suppe', 'und', 'als', 'sein', 'Freund', 'ihn', 'nach', 'seiner', 'Meinung', 'zu', 'den', 'neuesten', 'politischen', 'Entwicklungen', 'fragte', ',', 'schob', 'er', 'ein', 'einzelnes', ',', 'unbrauchbares', 'Exemplar', 'beiseite', ',', 'und', 'sagte', '""', 'das', 'interessiert', 'mich', 'nicht', 'die', 'Bohne', '.', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]	german	"[{'raw': {'content': '{""idioms"":[""das interessiert mich nicht die Bohne""]}', 'response_metadata': {'token_usage': {'completion_tokens': 13, 'prompt_tokens': 286, 'total_tokens': 299, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_50906f2aac', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--7d928d34-f687-4e2c-910d-fe3bbeaba52f-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 286, 'output_tokens': 13, 'total_tokens': 299, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}}, 'parsed': {'idioms': ['das interessiert mich nicht die Bohne']}}]"	['das interessiert mich nicht die bohne']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
Das interessiert mich nicht die Bohne.	['nicht die Bohne']	"Der Botaniker erklärte die einzigartigen Eigenschaften der neu entdeckten Hülsenfrucht, doch der Investor, der nur an der finanziellen Rendite des Projekts interessiert war, winkte ab und sagte: ""das interessiert mich nicht die Bohne."""	2	"['Der', 'Botaniker', 'erklärte', 'die', 'einzigartigen', 'Eigenschaften', 'der', 'neu', 'entdeckten', 'Hülsenfrucht', ',', 'doch', 'der', 'Investor', ',', 'der', 'nur', 'an', 'der', 'finanziellen', 'Rendite', 'des', 'Projekts', 'interessiert', 'war', ',', 'winkte', 'ab', 'und', 'sagte', ':', '""', 'das', 'interessiert', 'mich', 'nicht', 'die', 'Bohne', '.', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]	german	"[{'raw': {'content': '{""idioms"":[""das interessiert mich nicht die Bohne""]}', 'response_metadata': {'token_usage': {'completion_tokens': 13, 'prompt_tokens': 280, 'total_tokens': 293, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 0, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}, 'model_name': 'gpt-4o-mini-2024-07-18', 'system_fingerprint': 'fp_50906f2aac', 'finish_reason': 'stop', 'logprobs': None}, 'type': 'ai', 'name': None, 'id': 'run--3d62115e-e7ad-4e6d-8a1f-166009755cab-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 280, 'output_tokens': 13, 'total_tokens': 293, 'input_token_details': {'audio': 0, 'cache_read': 0}, 'output_token_details': {'audio': 0, 'reasoning': 0}}}, 'parsed': {'idioms': ['das interessiert mich nicht die Bohne']}}]"	['das interessiert mich nicht die bohne']	[1.0]	False	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'I-IDIOM', 'O', 'O']
